"","X.1","X","pid","lat","lon","Altitude","UTMTime","PhotoTime","PhotoLocation","bearing","ID","Done"
"1",1,23,9,-14.511051,125.811455,233.7,"2016-06-16 23:28:45","2016-06-17 07:28:45","2016-06-17\07\28\2016-06-17--07-28-45.084.jpg",278.098058809606,1,FALSE
"2",2,24,10,-14.51095,125.81073,230.6,"2016-06-16 23:28:47","2016-06-17 07:28:47","2016-06-17\07\28\2016-06-17--07-28-47.306.jpg",278.181880883785,2,FALSE
"3",3,25,11,-14.510864,125.81012,226.6,"2016-06-16 23:28:48","2016-06-17 07:28:48","2016-06-17\07\28\2016-06-17--07-28-48.417.jpg",278.440678009492,3,FALSE
"4",4,26,12,-14.510757,125.809395,222.9,"2016-06-16 23:28:49","2016-06-17 07:28:49","2016-06-17\07\28\2016-06-17--07-28-49.528.jpg",278.692716935959,4,FALSE
"5",5,27,13,-14.510665,125.808784,219.2,"2016-06-16 23:28:50","2016-06-17 07:28:50","2016-06-17\07\28\2016-06-17--07-28-50.639.jpg",278.990186393518,5,FALSE
"6",6,28,15,-14.51055,125.808052,214.4,"2016-06-16 23:28:51","2016-06-17 07:28:51","2016-06-17\07\28\2016-06-17--07-28-51.751.jpg",279.284090983332,6,FALSE
"7",7,29,16,-14.51045,125.807434,209.9,"2016-06-16 23:28:52","2016-06-17 07:28:52","2016-06-17\07\28\2016-06-17--07-28-52.861.jpg",279.665540486984,7,FALSE
"8",8,30,17,-14.510326,125.806702,204.7,"2016-06-16 23:28:53","2016-06-17 07:28:53","2016-06-17\07\28\2016-06-17--07-28-53.972.jpg",279.961627551135,8,FALSE
"9",9,32,19,-14.510086,125.805336,195.9,"2016-06-16 23:28:55","2016-06-17 07:28:55","2016-06-17\07\28\2016-06-17--07-28-55.084.jpg",280.431302465795,9,FALSE
"10",10,33,20,-14.509974,125.804718,190.8,"2016-06-16 23:28:56","2016-06-17 07:28:56","2016-06-17\07\28\2016-06-17--07-28-56.195.jpg",280.639369805185,10,FALSE
"11",11,34,21,-14.509836,125.80397,184.3,"2016-06-16 23:28:58","2016-06-17 07:28:58","2016-06-17\07\28\2016-06-17--07-28-58.417.jpg",280.749927107631,11,FALSE
"12",12,35,22,-14.509696,125.803215,178.4,"2016-06-16 23:28:59","2016-06-17 07:28:59","2016-06-17\07\28\2016-06-17--07-28-59.528.jpg",280.842776447721,12,FALSE
"13",13,36,23,-14.509577,125.802582,173.3,"2016-06-16 23:29:00","2016-06-17 07:29:00","2016-06-17\07\29\2016-06-17--07-29-00.639.jpg",281.080015314284,13,FALSE
"14",14,37,25,-14.509431,125.801826,166.4,"2016-06-16 23:29:01","2016-06-17 07:29:01","2016-06-17\07\29\2016-06-17--07-29-01.750.jpg",281.309651967564,14,FALSE
"15",15,38,26,-14.509305,125.801186,160.5,"2016-06-16 23:29:02","2016-06-17 07:29:02","2016-06-17\07\29\2016-06-17--07-29-02.861.jpg",281.617094072235,15,FALSE
"16",16,39,27,-14.50915,125.800423,154,"2016-06-16 23:29:03","2016-06-17 07:29:03","2016-06-17\07\29\2016-06-17--07-29-03.972.jpg",281.803358380911,16,FALSE
"17",17,41,29,-14.508853,125.799004,143.89,"2016-06-16 23:29:05","2016-06-17 07:29:05","2016-06-17\07\29\2016-06-17--07-29-05.083.jpg",282.402368059234,17,FALSE
"18",18,42,30,-14.508686,125.798233,139.6,"2016-06-16 23:29:07","2016-06-17 07:29:07","2016-06-17\07\29\2016-06-17--07-29-07.306.jpg",282.461533101789,18,FALSE
"19",19,43,31,-14.508549,125.797592,135.7,"2016-06-16 23:29:08","2016-06-17 07:29:08","2016-06-17\07\29\2016-06-17--07-29-08.417.jpg",282.124925274655,19,FALSE
"20",20,44,32,-14.508389,125.796814,134,"2016-06-16 23:29:09","2016-06-17 07:29:09","2016-06-17\07\29\2016-06-17--07-29-09.528.jpg",281.807606464118,20,FALSE
"21",21,45,33,-14.50826,125.796173,133.39,"2016-06-16 23:29:10","2016-06-17 07:29:10","2016-06-17\07\29\2016-06-17--07-29-10.639.jpg",281.367629661918,21,FALSE
"22",22,46,35,-14.508114,125.79541,133.2,"2016-06-16 23:29:11","2016-06-17 07:29:11","2016-06-17\07\29\2016-06-17--07-29-11.750.jpg",280.863309354367,22,FALSE
"23",23,47,36,-14.507999,125.794777,132.6,"2016-06-16 23:29:12","2016-06-17 07:29:12","2016-06-17\07\29\2016-06-17--07-29-12.861.jpg",280.130168345602,23,FALSE
"24",24,48,37,-14.507871,125.794014,130.89,"2016-06-16 23:29:13","2016-06-17 07:29:13","2016-06-17\07\29\2016-06-17--07-29-13.972.jpg",279.563714754048,24,FALSE
"25",25,50,39,-14.507663,125.792625,127,"2016-06-16 23:29:15","2016-06-17 07:29:15","2016-06-17\07\29\2016-06-17--07-29-15.083.jpg",277.746055212196,25,FALSE
"26",26,51,40,-14.507586,125.791992,125.9,"2016-06-16 23:29:16","2016-06-17 07:29:16","2016-06-17\07\29\2016-06-17--07-29-16.194.jpg",276.4970139413,26,FALSE
"27",27,52,41,-14.507509,125.791237,125.2,"2016-06-16 23:29:18","2016-06-17 07:29:18","2016-06-17\07\29\2016-06-17--07-29-18.417.jpg",275.358939755122,27,FALSE
"28",28,53,42,-14.507448,125.790482,123.9,"2016-06-16 23:29:19","2016-06-17 07:29:19","2016-06-17\07\29\2016-06-17--07-29-19.528.jpg",274.165902416846,28,FALSE
"29",29,54,43,-14.507411,125.789856,123.5,"2016-06-16 23:29:20","2016-06-17 07:29:20","2016-06-17\07\29\2016-06-17--07-29-20.639.jpg",272.808254449627,29,FALSE
"30",30,55,45,-14.507382,125.789101,123.2,"2016-06-16 23:29:21","2016-06-17 07:29:21","2016-06-17\07\29\2016-06-17--07-29-21.750.jpg",271.584288353638,30,FALSE
"31",31,56,46,-14.507374,125.788483,123.2,"2016-06-16 23:29:22","2016-06-17 07:29:22","2016-06-17\07\29\2016-06-17--07-29-22.861.jpg",270.128989699243,31,FALSE
"32",32,57,47,-14.507379,125.787735,122.8,"2016-06-16 23:29:23","2016-06-17 07:29:23","2016-06-17\07\29\2016-06-17--07-29-23.972.jpg",269.095776832764,32,FALSE
"33",33,59,49,-14.50743,125.786385,119.1,"2016-06-16 23:29:25","2016-06-17 07:29:25","2016-06-17\07\29\2016-06-17--07-29-25.083.jpg",266.448522241263,33,FALSE
"34",34,60,50,-14.507484,125.785645,117.8,"2016-06-16 23:29:27","2016-06-17 07:29:27","2016-06-17\07\29\2016-06-17--07-29-27.305.jpg",265.09278024334,34,FALSE
"35",35,61,51,-14.507543,125.785034,116.9,"2016-06-16 23:29:28","2016-06-17 07:29:28","2016-06-17\07\29\2016-06-17--07-29-28.416.jpg",263.719200171266,35,FALSE
"36",36,62,52,-14.507628,125.784302,115.3,"2016-06-16 23:29:29","2016-06-17 07:29:29","2016-06-17\07\29\2016-06-17--07-29-29.528.jpg",262.682940017655,36,FALSE
"37",37,63,53,-14.50771,125.783699,113.6,"2016-06-16 23:29:30","2016-06-17 07:29:30","2016-06-17\07\29\2016-06-17--07-29-30.639.jpg",261.948959128209,37,FALSE
"38",38,64,55,-14.507811,125.782974,112.7,"2016-06-16 23:29:31","2016-06-17 07:29:31","2016-06-17\07\29\2016-06-17--07-29-31.750.jpg",261.942968929427,38,FALSE
"39",39,65,56,-14.507893,125.782372,112.8,"2016-06-16 23:29:32","2016-06-17 07:29:32","2016-06-17\07\29\2016-06-17--07-29-32.861.jpg",262.294211952661,39,FALSE
"40",40,66,57,-14.507985,125.781654,112.8,"2016-06-16 23:29:33","2016-06-17 07:29:33","2016-06-17\07\29\2016-06-17--07-29-33.972.jpg",262.863746361108,40,FALSE
"41",41,68,59,-14.508123,125.780342,111.5,"2016-06-16 23:29:35","2016-06-17 07:29:35","2016-06-17\07\29\2016-06-17--07-29-35.083.jpg",265.066442138765,41,FALSE
"42",42,69,0,-14.508174,125.779625,111.4,"2016-06-16 23:29:37","2016-06-17 07:29:37","2016-06-17\07\29\2016-06-17--07-29-37.305.jpg",266.373789948338,42,FALSE
"43",43,70,1,-14.508204,125.77903,111.7,"2016-06-16 23:29:38","2016-06-17 07:29:38","2016-06-17\07\29\2016-06-17--07-29-38.416.jpg",267.612704266822,43,FALSE
"44",44,71,2,-14.508227,125.77832,111.8,"2016-06-16 23:29:39","2016-06-17 07:29:39","2016-06-17\07\29\2016-06-17--07-29-39.527.jpg",268.277273785868,44,FALSE
"45",45,72,3,-14.508242,125.777733,112.9,"2016-06-16 23:29:40","2016-06-17 07:29:40","2016-06-17\07\29\2016-06-17--07-29-40.639.jpg",268.806335236963,45,FALSE
"46",46,73,5,-14.508253,125.777039,114.6,"2016-06-16 23:29:41","2016-06-17 07:29:41","2016-06-17\07\29\2016-06-17--07-29-41.750.jpg",269.215120003203,46,FALSE
"47",47,74,6,-14.508259,125.776459,116.5,"2016-06-16 23:29:42","2016-06-17 07:29:42","2016-06-17\07\29\2016-06-17--07-29-42.861.jpg",269.628502847514,47,FALSE
"48",48,75,7,-14.508261,125.775772,119.8,"2016-06-16 23:29:43","2016-06-17 07:29:43","2016-06-17\07\29\2016-06-17--07-29-43.972.jpg",269.811797448135,48,FALSE
"49",49,77,9,-14.508265,125.774544,125.6,"2016-06-16 23:29:45","2016-06-17 07:29:45","2016-06-17\07\29\2016-06-17--07-29-45.083.jpg",269.9035137297,49,FALSE
"50",50,78,10,-14.508265,125.773987,128.3,"2016-06-16 23:29:46","2016-06-17 07:29:46","2016-06-17\07\29\2016-06-17--07-29-46.194.jpg",270.04801375612,50,FALSE
"51",51,79,11,-14.508264,125.773323,130.89,"2016-06-16 23:29:48","2016-06-17 07:29:48","2016-06-17\07\29\2016-06-17--07-29-48.416.jpg",270.268788950246,51,FALSE
"52",52,80,12,-14.508259,125.772675,132.8,"2016-06-16 23:29:49","2016-06-17 07:29:49","2016-06-17\07\29\2016-06-17--07-29-49.527.jpg",270.592887414394,52,FALSE
"53",53,81,13,-14.508252,125.772133,135.7,"2016-06-16 23:29:50","2016-06-17 07:29:50","2016-06-17\07\29\2016-06-17--07-29-50.638.jpg",270.789880321935,53,FALSE
"54",54,82,15,-14.508243,125.771484,138.8,"2016-06-16 23:29:51","2016-06-17 07:29:51","2016-06-17\07\29\2016-06-17--07-29-51.749.jpg",270.795223163987,54,FALSE
"55",55,83,16,-14.508236,125.77095,140.39,"2016-06-16 23:29:52","2016-06-17 07:29:52","2016-06-17\07\29\2016-06-17--07-29-52.860.jpg",270.755742413095,55,FALSE
"56",56,84,17,-14.508228,125.770317,141.89,"2016-06-16 23:29:53","2016-06-17 07:29:53","2016-06-17\07\29\2016-06-17--07-29-53.972.jpg",270.654966709258,56,FALSE
"57",57,86,19,-14.508215,125.76915,144.2,"2016-06-16 23:29:55","2016-06-17 07:29:55","2016-06-17\07\29\2016-06-17--07-29-55.083.jpg",270.709612830446,57,FALSE
"58",58,87,20,-14.508209,125.768623,145,"2016-06-16 23:29:56","2016-06-17 07:29:56","2016-06-17\07\29\2016-06-17--07-29-56.194.jpg",270.663497882306,58,FALSE
"59",59,88,21,-14.508202,125.767998,145.5,"2016-06-16 23:29:58","2016-06-17 07:29:58","2016-06-17\07\29\2016-06-17--07-29-58.416.jpg",270.510358997219,59,FALSE
"60",60,89,22,-14.508199,125.767471,146.5,"2016-06-16 23:29:59","2016-06-17 07:29:59","2016-06-17\07\29\2016-06-17--07-29-59.527.jpg",270.255112409951,60,FALSE
"61",61,90,23,-14.508197,125.766846,148.1,"2016-06-16 23:30:00","2016-06-17 07:30:00","2016-06-17\07\30\2016-06-17--07-30-00.638.jpg",270.140877869922,61,FALSE
"62",62,91,25,-14.508196,125.76622,149.3,"2016-06-16 23:30:01","2016-06-17 07:30:01","2016-06-17\07\30\2016-06-17--07-30-01.750.jpg",269.999855701339,62,FALSE
"63",63,92,26,-14.508197,125.765694,149.8,"2016-06-16 23:30:02","2016-06-17 07:30:02","2016-06-17\07\30\2016-06-17--07-30-02.860.jpg",269.845631024771,63,FALSE
"64",64,93,27,-14.508199,125.765076,150.1,"2016-06-16 23:30:03","2016-06-17 07:30:03","2016-06-17\07\30\2016-06-17--07-30-03.972.jpg",269.794402316004,64,FALSE
"65",65,95,29,-14.508204,125.763924,150.8,"2016-06-16 23:30:05","2016-06-17 07:30:05","2016-06-17\07\30\2016-06-17--07-30-05.083.jpg",269.742815001859,65,FALSE
"66",66,96,30,-14.508206,125.763405,151.7,"2016-06-16 23:30:06","2016-06-17 07:30:06","2016-06-17\07\30\2016-06-17--07-30-06.194.jpg",269.743039360412,66,FALSE
"67",67,97,31,-14.508209,125.762779,153.6,"2016-06-16 23:30:08","2016-06-17 07:30:08","2016-06-17\07\30\2016-06-17--07-30-08.416.jpg",269.621640425532,67,FALSE
"68",68,98,32,-14.508214,125.762161,155.6,"2016-06-16 23:30:09","2016-06-17 07:30:09","2016-06-17\07\30\2016-06-17--07-30-09.527.jpg",269.478955851476,68,FALSE
"69",69,99,33,-14.508219,125.76165,157.39,"2016-06-16 23:30:10","2016-06-17 07:30:10","2016-06-17\07\30\2016-06-17--07-30-10.638.jpg",269.374782865406,69,FALSE
"70",70,100,35,-14.508226,125.761032,158.39,"2016-06-16 23:30:11","2016-06-17 07:30:11","2016-06-17\07\30\2016-06-17--07-30-11.749.jpg",269.166449981687,70,FALSE
"71",71,101,36,-14.508235,125.760521,159.1,"2016-06-16 23:30:12","2016-06-17 07:30:12","2016-06-17\07\30\2016-06-17--07-30-12.860.jpg",268.793378223858,71,FALSE
"72",72,102,37,-14.508249,125.759911,159.89,"2016-06-16 23:30:13","2016-06-17 07:30:13","2016-06-17\07\30\2016-06-17--07-30-13.971.jpg",268.480131374147,72,FALSE
"73",73,104,39,-14.508285,125.758789,160.6,"2016-06-16 23:30:15","2016-06-17 07:30:15","2016-06-17\07\30\2016-06-17--07-30-15.082.jpg",267.761054502924,73,FALSE
"74",74,105,40,-14.508307,125.75827,160.7,"2016-06-16 23:30:16","2016-06-17 07:30:16","2016-06-17\07\30\2016-06-17--07-30-16.194.jpg",267.189161875532,74,FALSE
"75",75,106,41,-14.508339,125.75766,160.5,"2016-06-16 23:30:18","2016-06-17 07:30:18","2016-06-17\07\30\2016-06-17--07-30-18.416.jpg",266.889913509222,75,FALSE
"76",76,107,42,-14.508372,125.757042,159.89,"2016-06-16 23:30:19","2016-06-17 07:30:19","2016-06-17\07\30\2016-06-17--07-30-19.527.jpg",267.054118017628,76,FALSE
"77",77,108,43,-14.508396,125.756523,159,"2016-06-16 23:30:20","2016-06-17 07:30:20","2016-06-17\07\30\2016-06-17--07-30-20.638.jpg",267.893048830333,77,FALSE
"78",78,109,45,-14.508413,125.755898,157.89,"2016-06-16 23:30:21","2016-06-17 07:30:21","2016-06-17\07\30\2016-06-17--07-30-21.749.jpg",268.920401045246,78,FALSE
"79",79,110,46,-14.508417,125.755379,156.7,"2016-06-16 23:30:22","2016-06-17 07:30:22","2016-06-17\07\30\2016-06-17--07-30-22.860.jpg",270.152877565286,79,FALSE
"80",80,111,47,-14.50841,125.754745,155.5,"2016-06-16 23:30:23","2016-06-17 07:30:23","2016-06-17\07\30\2016-06-17--07-30-23.971.jpg",270.969745881288,80,FALSE
"81",81,113,49,-14.508373,125.753593,154.7,"2016-06-16 23:30:25","2016-06-17 07:30:25","2016-06-17\07\30\2016-06-17--07-30-25.082.jpg",272.45848403149,81,FALSE
"82",82,114,50,-14.508345,125.75296,154.2,"2016-06-16 23:30:27","2016-06-17 07:30:27","2016-06-17\07\30\2016-06-17--07-30-27.305.jpg",272.586009352729,82,FALSE
"83",83,115,51,-14.508322,125.752434,153.39,"2016-06-16 23:30:28","2016-06-17 07:30:28","2016-06-17\07\30\2016-06-17--07-30-28.416.jpg",272.63664704116,83,FALSE
"84",84,116,52,-14.508293,125.751801,152.89,"2016-06-16 23:30:29","2016-06-17 07:30:29","2016-06-17\07\30\2016-06-17--07-30-29.527.jpg",272.63437674677,84,FALSE
"85",85,117,53,-14.50827,125.751274,152.5,"2016-06-16 23:30:30","2016-06-17 07:30:30","2016-06-17\07\30\2016-06-17--07-30-30.638.jpg",272.415334818472,85,FALSE
"86",86,118,55,-14.508245,125.750633,152.1,"2016-06-16 23:30:31","2016-06-17 07:30:31","2016-06-17\07\30\2016-06-17--07-30-31.749.jpg",272.518006144071,86,FALSE
"87",87,119,56,-14.50822,125.750107,151.3,"2016-06-16 23:30:32","2016-06-17 07:30:32","2016-06-17\07\30\2016-06-17--07-30-32.860.jpg",272.920260643619,87,FALSE
"88",88,120,57,-14.508187,125.749466,149.7,"2016-06-16 23:30:33","2016-06-17 07:30:33","2016-06-17\07\30\2016-06-17--07-30-33.971.jpg",272.900409760528,88,FALSE
"89",89,122,59,-14.508133,125.748283,147.3,"2016-06-16 23:30:35","2016-06-17 07:30:35","2016-06-17\07\30\2016-06-17--07-30-35.082.jpg",272.568044663372,89,FALSE
"90",90,123,0,-14.50811,125.747742,146.1,"2016-06-16 23:30:36","2016-06-17 07:30:36","2016-06-17\07\30\2016-06-17--07-30-36.193.jpg",272.469392396737,90,FALSE
"91",91,124,1,-14.508083,125.747093,143.6,"2016-06-16 23:30:38","2016-06-17 07:30:38","2016-06-17\07\30\2016-06-17--07-30-38.416.jpg",272.566895775516,91,FALSE
"92",92,125,2,-14.508053,125.746437,140.7,"2016-06-16 23:30:39","2016-06-17 07:30:39","2016-06-17\07\30\2016-06-17--07-30-39.527.jpg",272.876995271012,92,FALSE
"93",93,126,3,-14.508024,125.745888,139.1,"2016-06-16 23:30:40","2016-06-17 07:30:40","2016-06-17\07\30\2016-06-17--07-30-40.638.jpg",273.148156791945,93,FALSE
"94",94,127,5,-14.507988,125.745224,136.6,"2016-06-16 23:30:41","2016-06-17 07:30:41","2016-06-17\07\30\2016-06-17--07-30-41.749.jpg",273.12756872712,94,FALSE
"95",95,128,6,-14.507959,125.744667,133.5,"2016-06-16 23:30:42","2016-06-17 07:30:42","2016-06-17\07\30\2016-06-17--07-30-42.860.jpg",273.062020143293,95,FALSE
"96",96,129,7,-14.507924,125.743996,128.89,"2016-06-16 23:30:43","2016-06-17 07:30:43","2016-06-17\07\30\2016-06-17--07-30-43.971.jpg",273.042236198509,96,FALSE
"97",97,131,9,-14.507863,125.742744,119.1,"2016-06-16 23:30:45","2016-06-17 07:30:45","2016-06-17\07\30\2016-06-17--07-30-45.082.jpg",272.707169367182,97,FALSE
"98",98,132,10,-14.507837,125.742172,115.1,"2016-06-16 23:30:46","2016-06-17 07:30:46","2016-06-17\07\30\2016-06-17--07-30-46.193.jpg",272.537135783769,98,FALSE
"99",99,133,11,-14.507808,125.74147,110.6,"2016-06-16 23:30:48","2016-06-17 07:30:48","2016-06-17\07\30\2016-06-17--07-30-48.415.jpg",272.652026630802,99,FALSE
"100",100,134,12,-14.507774,125.740776,107.2,"2016-06-16 23:30:49","2016-06-17 07:30:49","2016-06-17\07\30\2016-06-17--07-30-49.526.jpg",272.889751334915,100,FALSE
"101",101,135,13,-14.507745,125.740189,103.4,"2016-06-16 23:30:50","2016-06-17 07:30:50","2016-06-17\07\30\2016-06-17--07-30-50.638.jpg",273.035055675239,101,FALSE
"102",102,136,15,-14.507707,125.739479,100.3,"2016-06-16 23:30:51","2016-06-17 07:30:51","2016-06-17\07\30\2016-06-17--07-30-51.749.jpg",273.261092025611,102,FALSE
"103",103,137,16,-14.507673,125.738892,97,"2016-06-16 23:30:52","2016-06-17 07:30:52","2016-06-17\07\30\2016-06-17--07-30-52.860.jpg",273.39666517369,103,FALSE
"104",104,138,17,-14.507632,125.738182,93.3,"2016-06-16 23:30:53","2016-06-17 07:30:53","2016-06-17\07\30\2016-06-17--07-30-53.971.jpg",273.420796311238,104,FALSE
"105",105,140,19,-14.507555,125.73687,86.9,"2016-06-16 23:30:55","2016-06-17 07:30:55","2016-06-17\07\30\2016-06-17--07-30-55.082.jpg",273.337608469703,105,FALSE
"106",106,141,20,-14.507522,125.736267,84.1,"2016-06-16 23:30:56","2016-06-17 07:30:56","2016-06-17\07\30\2016-06-17--07-30-56.193.jpg",273.096809989415,106,FALSE
"107",107,142,21,-14.507485,125.735542,81,"2016-06-16 23:30:58","2016-06-17 07:30:58","2016-06-17\07\30\2016-06-17--07-30-58.415.jpg",272.757639391663,107,FALSE
"108",108,143,22,-14.507454,125.734818,78.4,"2016-06-16 23:30:59","2016-06-17 07:30:59","2016-06-17\07\30\2016-06-17--07-30-59.526.jpg",272.480148194139,108,FALSE
"109",109,144,23,-14.507429,125.734215,76,"2016-06-16 23:31:00","2016-06-17 07:31:00","2016-06-17\07\31\2016-06-17--07-31-00.638.jpg",272.375574717173,109,FALSE
"110",110,145,25,-14.5074,125.733482,73.69,"2016-06-16 23:31:01","2016-06-17 07:31:01","2016-06-17\07\31\2016-06-17--07-31-01.749.jpg",272.509272086071,110,FALSE
"111",111,146,26,-14.507372,125.73288,72.4,"2016-06-16 23:31:02","2016-06-17 07:31:02","2016-06-17\07\31\2016-06-17--07-31-02.860.jpg",272.789723685999,111,FALSE
"112",112,147,27,-14.507337,125.732155,70.1,"2016-06-16 23:31:03","2016-06-17 07:31:03","2016-06-17\07\31\2016-06-17--07-31-03.971.jpg",272.920153095294,112,FALSE
"113",113,149,29,-14.507271,125.730827,67.3,"2016-06-16 23:31:05","2016-06-17 07:31:05","2016-06-17\07\31\2016-06-17--07-31-05.082.jpg",273.000546791042,113,FALSE
"114",114,150,30,-14.507232,125.730103,66,"2016-06-16 23:31:07","2016-06-17 07:31:07","2016-06-17\07\31\2016-06-17--07-31-07.304.jpg",273.2758629336,114,FALSE
"115",115,151,31,-14.507197,125.7295,65.1,"2016-06-16 23:31:08","2016-06-17 07:31:08","2016-06-17\07\31\2016-06-17--07-31-08.415.jpg",273.382003850462,115,FALSE
"116",116,152,32,-14.507156,125.728783,64.9,"2016-06-16 23:31:09","2016-06-17 07:31:09","2016-06-17\07\31\2016-06-17--07-31-09.526.jpg",273.357909192055,116,FALSE
"117",117,153,33,-14.507122,125.728188,64.5,"2016-06-16 23:31:10","2016-06-17 07:31:10","2016-06-17\07\31\2016-06-17--07-31-10.637.jpg",273.286052717339,117,FALSE
"118",118,154,35,-14.507083,125.727478,65.9,"2016-06-16 23:31:11","2016-06-17 07:31:11","2016-06-17\07\31\2016-06-17--07-31-11.748.jpg",273.196208222668,118,FALSE
"119",119,155,36,-14.507051,125.726883,67.19,"2016-06-16 23:31:12","2016-06-17 07:31:12","2016-06-17\07\31\2016-06-17--07-31-12.860.jpg",273.396655510572,119,FALSE
"120",120,156,37,-14.507008,125.726181,69.3,"2016-06-16 23:31:13","2016-06-17 07:31:13","2016-06-17\07\31\2016-06-17--07-31-13.971.jpg",273.618048175106,120,FALSE
"121",121,158,39,-14.50693,125.724915,72.5,"2016-06-16 23:31:15","2016-06-17 07:31:15","2016-06-17\07\31\2016-06-17--07-31-15.082.jpg",273.385899344049,121,FALSE
"122",122,159,40,-14.506899,125.724342,74,"2016-06-16 23:31:16","2016-06-17 07:31:16","2016-06-17\07\31\2016-06-17--07-31-16.193.jpg",273.143927426676,122,FALSE
"123",123,160,41,-14.506863,125.723663,75.6,"2016-06-16 23:31:18","2016-06-17 07:31:18","2016-06-17\07\31\2016-06-17--07-31-18.415.jpg",273.166646827245,123,FALSE
"124",124,161,42,-14.506832,125.723099,77.1,"2016-06-16 23:31:19","2016-06-17 07:31:19","2016-06-17\07\31\2016-06-17--07-31-19.526.jpg",272.947317103426,124,FALSE
"125",125,162,43,-14.506801,125.722427,77.5,"2016-06-16 23:31:20","2016-06-17 07:31:20","2016-06-17\07\31\2016-06-17--07-31-20.637.jpg",272.712837232569,125,FALSE
"126",126,163,45,-14.50677,125.721756,77.8,"2016-06-16 23:31:21","2016-06-17 07:31:21","2016-06-17\07\31\2016-06-17--07-31-21.749.jpg",272.63204279035,126,FALSE
"127",127,164,46,-14.506746,125.721199,78.1,"2016-06-16 23:31:22","2016-06-17 07:31:22","2016-06-17\07\31\2016-06-17--07-31-22.859.jpg",272.440850606833,127,FALSE
"128",128,165,47,-14.506719,125.720528,78.9,"2016-06-16 23:31:23","2016-06-17 07:31:23","2016-06-17\07\31\2016-06-17--07-31-23.970.jpg",272.345233774846,128,FALSE
"129",129,167,49,-14.506671,125.719307,78.6,"2016-06-16 23:31:25","2016-06-17 07:31:25","2016-06-17\07\31\2016-06-17--07-31-25.082.jpg",272.301440061188,129,FALSE
"130",130,168,50,-14.506645,125.718643,78.4,"2016-06-16 23:31:27","2016-06-17 07:31:27","2016-06-17\07\31\2016-06-17--07-31-27.304.jpg",272.325802508653,130,FALSE
"131",131,169,51,-14.506623,125.718094,78.6,"2016-06-16 23:31:28","2016-06-17 07:31:28","2016-06-17\07\31\2016-06-17--07-31-28.415.jpg",272.374204712067,131,FALSE
"132",132,170,52,-14.506596,125.71743,78.4,"2016-06-16 23:31:29","2016-06-17 07:31:29","2016-06-17\07\31\2016-06-17--07-31-29.526.jpg",272.519391277738,132,FALSE
"133",133,171,53,-14.506571,125.716881,78.3,"2016-06-16 23:31:30","2016-06-17 07:31:30","2016-06-17\07\31\2016-06-17--07-31-30.637.jpg",272.712922671697,133,FALSE
"134",134,172,55,-14.50654,125.716217,78.5,"2016-06-16 23:31:31","2016-06-17 07:31:31","2016-06-17\07\31\2016-06-17--07-31-31.748.jpg",272.809665250382,134,FALSE
"135",135,173,56,-14.506513,125.715668,78.8,"2016-06-16 23:31:32","2016-06-17 07:31:32","2016-06-17\07\31\2016-06-17--07-31-32.859.jpg",272.925655834957,135,FALSE
"136",136,174,57,-14.50648,125.715012,78.1,"2016-06-16 23:31:33","2016-06-17 07:31:33","2016-06-17\07\31\2016-06-17--07-31-33.970.jpg",272.923233517713,136,FALSE
"137",137,176,59,-14.50642,125.713806,79.19,"2016-06-16 23:31:35","2016-06-17 07:31:35","2016-06-17\07\31\2016-06-17--07-31-35.081.jpg",272.991680746545,137,FALSE
"138",138,177,0,-14.506392,125.713264,80.4,"2016-06-16 23:31:36","2016-06-17 07:31:36","2016-06-17\07\31\2016-06-17--07-31-36.193.jpg",273.138532157156,138,FALSE
"139",139,178,1,-14.506356,125.712608,81.69,"2016-06-16 23:31:38","2016-06-17 07:31:38","2016-06-17\07\31\2016-06-17--07-31-38.415.jpg",273.153681801991,139,FALSE
"140",140,179,2,-14.506322,125.71196,82.4,"2016-06-16 23:31:39","2016-06-17 07:31:39","2016-06-17\07\31\2016-06-17--07-31-39.526.jpg",273.13132827157,140,FALSE
"141",141,180,3,-14.506293,125.711426,82.6,"2016-06-16 23:31:40","2016-06-17 07:31:40","2016-06-17\07\31\2016-06-17--07-31-40.637.jpg",273.17824885188,141,FALSE
"142",142,181,5,-14.506258,125.710777,82.5,"2016-06-16 23:31:41","2016-06-17 07:31:41","2016-06-17\07\31\2016-06-17--07-31-41.748.jpg",273.208857610691,142,FALSE
"143",143,182,6,-14.506228,125.710236,82.2,"2016-06-16 23:31:42","2016-06-17 07:31:42","2016-06-17\07\31\2016-06-17--07-31-42.859.jpg",273.258120850727,143,FALSE
"144",144,183,7,-14.506192,125.709587,82,"2016-06-16 23:31:43","2016-06-17 07:31:43","2016-06-17\07\31\2016-06-17--07-31-43.970.jpg",273.22780569978,144,FALSE
"145",145,185,9,-14.506129,125.708405,82.6,"2016-06-16 23:31:45","2016-06-17 07:31:45","2016-06-17\07\31\2016-06-17--07-31-45.081.jpg",273.128683590633,145,FALSE
"146",146,186,10,-14.5061,125.70787,83,"2016-06-16 23:31:46","2016-06-17 07:31:46","2016-06-17\07\31\2016-06-17--07-31-46.193.jpg",273.199842366084,146,FALSE
"147",147,187,11,-14.506065,125.70723,83.2,"2016-06-16 23:31:48","2016-06-17 07:31:48","2016-06-17\07\31\2016-06-17--07-31-48.415.jpg",273.144819184471,147,FALSE
